"seqnames","start","end","width","strand","source","type","score","phase","gene_id","transcript_id","gene_type","gene_name","transcript_type","transcript_name","level","havana_gene","exon_id","tag"
"chr10",47365496,47384273,18778,"-","HAVANA","gene",NA,NA,"ENSG00000265763.3","ENSG00000265763.3","protein_coding","ZNF488","protein_coding","ZNF488","2","OTTHUMG00000188322.1",NA,NA
"chr10",47460162,47484158,23997,"-","HAVANA","gene",NA,NA,"ENSG00000265190.6","ENSG00000265190.6","protein_coding","ANXA8","protein_coding","ANXA8","2","OTTHUMG00000188209.3",NA,"overlapping_locus"
"chr10",47487219,47491693,4475,"-","HAVANA","gene",NA,NA,"ENSG00000189090.7","ENSG00000189090.7","protein_coding","FAM25G","protein_coding","FAM25G","2","OTTHUMG00000018117.2",NA,NA
"chr10",47501854,47523638,21785,"-","HAVANA","gene",NA,NA,"ENSG00000204172.12","ENSG00000204172.12","protein_coding","AGAP9","protein_coding","AGAP9","2","OTTHUMG00000018115.3",NA,"overlapping_locus"
"chr10",47750864,47763592,12729,"-","HAVANA","gene",NA,NA,"ENSG00000277758.4","ENSG00000277758.4","protein_coding","ABC7-42404400C24.1","protein_coding","ABC7-42404400C24.1","2","OTTHUMG00000189287.1",NA,NA
"chr10",47918739,47923524,4786,"+","HAVANA","gene",NA,NA,"ENSG00000264717.5","ENSG00000264717.5","protein_coding","CH17-360D5.1","protein_coding","CH17-360D5.1","2","OTTHUMG00000188323.2",NA,NA
"chr10",47995355,47999791,4437,"-","HAVANA","gene",NA,NA,"ENSG00000276430.2","ENSG00000276430.2","protein_coding","FAM25C","protein_coding","FAM25C","2","OTTHUMG00000018130.4",NA,NA
"chr10",48155312,48274870,119559,"-","HAVANA","gene",NA,NA,"ENSG00000170324.20","ENSG00000170324.20","protein_coding","FRMPD2","protein_coding","FRMPD2","2","OTTHUMG00000018171.6",NA,NA
"chr10",48306639,48439360,132722,"+","HAVANA","gene",NA,NA,"ENSG00000107643.15","ENSG00000107643.15","protein_coding","MAPK8","protein_coding","MAPK8","2","OTTHUMG00000018172.3",NA,NA
"chr10",48446034,48656265,210232,"-","HAVANA","gene",NA,NA,"ENSG00000128805.14","ENSG00000128805.14","protein_coding","ARHGAP22","protein_coding","ARHGAP22","1","OTTHUMG00000018176.5",NA,"overlapping_locus"
"chr10",48684876,48982956,298081,"+","HAVANA","gene",NA,NA,"ENSG00000128815.19","ENSG00000128815.19","protein_coding","WDFY4","protein_coding","WDFY4","2","OTTHUMG00000018180.6",NA,"overlapping_locus"
"chr10",48909483,48914232,4750,"-","HAVANA","gene",NA,NA,"ENSG00000165383.11","ENSG00000165383.11","protein_coding","LRRC18","protein_coding","LRRC18","2","OTTHUMG00000018182.1",NA,"overlapping_locus"
"chr10",49014245,49115509,101265,"-","HAVANA","gene",NA,NA,"ENSG00000165633.12","ENSG00000165633.12","protein_coding","VSTM4","protein_coding","VSTM4","2","OTTHUMG00000018184.3",NA,NA
"chr10",49131154,49134008,2855,"-","HAVANA","gene",NA,NA,"ENSG00000172538.6","ENSG00000172538.6","protein_coding","FAM170B","protein_coding","FAM170B","2","OTTHUMG00000018187.1",NA,NA
"chr10",49154725,49188585,33861,"-","HAVANA","gene",NA,NA,"ENSG00000204161.13","ENSG00000204161.13","protein_coding","C10orf128","protein_coding","C10orf128","2","OTTHUMG00000018188.5",NA,NA
"chr10",49299193,49327487,28295,"+","HAVANA","gene",NA,NA,"ENSG00000177354.11","ENSG00000177354.11","protein_coding","C10orf71","protein_coding","C10orf71","2","OTTHUMG00000018190.2",NA,NA
"chr10",49364181,49396016,31836,"-","HAVANA","gene",NA,NA,"ENSG00000165606.8","ENSG00000165606.8","protein_coding","DRGX","protein_coding","DRGX","2","OTTHUMG00000018192.3",NA,NA
"chr10",49455368,49539538,84171,"-","HAVANA","gene",NA,NA,"ENSG00000225830.12","ENSG00000225830.12","protein_coding","ERCC6","protein_coding","ERCC6","2","OTTHUMG00000018195.5",NA,NA
"chr10",49609095,49665104,56010,"+","HAVANA","gene",NA,NA,"ENSG00000070748.18","ENSG00000070748.18","protein_coding","CHAT","protein_coding","CHAT","2","OTTHUMG00000018198.3",NA,"overlapping_locus"
"chr10",49610301,49612720,2420,"+","HAVANA","gene",NA,NA,"ENSG00000187714.6","ENSG00000187714.6","protein_coding","SLC18A3","protein_coding","SLC18A3","2","OTTHUMG00000018196.1",NA,"retrogene"
"chr10",49679651,49710261,30611,"+","HAVANA","gene",NA,NA,"ENSG00000178645.12","ENSG00000178645.12","protein_coding","C10orf53","protein_coding","C10orf53","2","OTTHUMG00000018199.1",NA,NA
"chr10",49734643,49762379,27737,"-","HAVANA","gene",NA,NA,"ENSG00000197444.9","ENSG00000197444.9","protein_coding","OGDHL","protein_coding","OGDHL","2","OTTHUMG00000018200.1",NA,NA
"chr10",49818279,49941998,123720,"-","HAVANA","gene",NA,NA,"ENSG00000227345.8","ENSG00000227345.8","protein_coding","PARG","protein_coding","PARG","2","OTTHUMG00000018201.3",NA,NA
"chr10",49942033,49974850,32818,"+","HAVANA","gene",NA,NA,"ENSG00000204152.10","ENSG00000204152.10","protein_coding","TIMM23B","protein_coding","TIMM23B","2","OTTHUMG00000018213.3",NA,"ncRNA_host"
"chr10",49982190,50010499,28310,"+","HAVANA","gene",NA,NA,"ENSG00000204149.10","ENSG00000204149.10","protein_coding","AGAP6","protein_coding","AGAP6","1","OTTHUMG00000018220.4",NA,NA
"chr10",50067888,50133506,65619,"+","HAVANA","gene",NA,NA,"ENSG00000099290.15","ENSG00000099290.15","protein_coding","WASHC2A","protein_coding","WASHC2A","2","OTTHUMG00000018225.3",NA,NA
"chr10",50182778,50248610,65833,"-","HAVANA","gene",NA,NA,"ENSG00000188611.14","ENSG00000188611.14","protein_coding","ASAH2","protein_coding","ASAH2","2","OTTHUMG00000018223.3",NA,NA
"chr10",50305586,50624950,319365,"-","HAVANA","gene",NA,NA,"ENSG00000198964.13","ENSG00000198964.13","protein_coding","SGMS1","protein_coding","SGMS1","2","OTTHUMG00000018231.7",NA,"overlapping_locus"
"chr10",50739318,50816495,77178,"+","HAVANA","gene",NA,NA,"ENSG00000204147.9","ENSG00000204147.9","protein_coding","ASAH2B","protein_coding","ASAH2B","2","OTTHUMG00000018239.1",NA,NA
"chr10",50799409,50885675,86267,"-","HAVANA","gene",NA,NA,"ENSG00000148584.14","ENSG00000148584.14","protein_coding","A1CF","protein_coding","A1CF","2","OTTHUMG00000018240.5",NA,"overlapping_locus"
"chr10",50991358,52298350,1306993,"+","HAVANA","gene",NA,NA,"ENSG00000185532.15","ENSG00000185532.15","protein_coding","PRKG1","protein_coding","PRKG1","1","OTTHUMG00000018248.6",NA,"overlapping_locus"
"chr10",51695487,51699591,4105,"-","HAVANA","gene",NA,NA,"ENSG00000177613.8","ENSG00000177613.8","protein_coding","CSTF2T","protein_coding","CSTF2T","2","OTTHUMG00000018246.1",NA,"retrogene"
"chr10",52314296,52318042,3747,"+","HAVANA","gene",NA,NA,"ENSG00000107984.9","ENSG00000107984.9","protein_coding","DKK1","protein_coding","DKK1","2","OTTHUMG00000018247.1",NA,NA
"chr10",52765380,52771700,6321,"-","HAVANA","gene",NA,NA,"ENSG00000165471.6","ENSG00000165471.6","protein_coding","MBL2","protein_coding","MBL2","2","OTTHUMG00000150270.1",NA,NA
"chr10",53802771,55627942,1825172,"-","HAVANA","gene",NA,NA,"ENSG00000150275.17","ENSG00000150275.17","protein_coding","PCDH15","protein_coding","PCDH15","2","OTTHUMG00000018259.14",NA,"overlapping_locus"
"chr10",55599303,55600041,739,"+","HAVANA","gene",NA,NA,"ENSG00000249860.3","ENSG00000249860.3","protein_coding","MTRNR2L5","protein_coding","MTRNR2L5","2","OTTHUMG00000184965.1",NA,NA
"chr10",56357228,56361275,4048,"-","HAVANA","gene",NA,NA,"ENSG00000122952.16","ENSG00000122952.16","protein_coding","ZWINT","protein_coding","ZWINT","2","OTTHUMG00000018261.2",NA,NA
"chr10",58191517,58267934,76418,"-","HAVANA","gene",NA,NA,"ENSG00000151151.5","ENSG00000151151.5","protein_coding","IPMK","protein_coding","IPMK","2","OTTHUMG00000018268.1",NA,"overlapping_locus"
"chr10",58269058,58289586,20529,"+","HAVANA","gene",NA,NA,"ENSG00000122873.11","ENSG00000122873.11","protein_coding","CISD1","protein_coding","CISD1","2","OTTHUMG00000018266.2",NA,NA
"chr10",58334975,58370753,35779,"+","HAVANA","gene",NA,NA,"ENSG00000072401.14","ENSG00000072401.14","protein_coding","UBE2D1","protein_coding","UBE2D1","2","OTTHUMG00000018269.2",NA,NA
"chr10",58385022,58399221,14200,"+","HAVANA","gene",NA,NA,"ENSG00000108064.10","ENSG00000108064.10","protein_coding","TFAM","protein_coding","TFAM","2","OTTHUMG00000018270.1",NA,NA
"chr10",58513140,58831437,318298,"+","HAVANA","gene",NA,NA,"ENSG00000122870.11","ENSG00000122870.11","protein_coding","BICC1","protein_coding","BICC1","2","OTTHUMG00000018271.3",NA,"overlapping_locus"
"chr10",59176590,59247774,71185,"+","HAVANA","gene",NA,NA,"ENSG00000165443.11","ENSG00000165443.11","protein_coding","PHYHIPL","protein_coding","PHYHIPL","2","OTTHUMG00000018276.2",NA,NA
"chr10",59251169,59363181,112013,"-","HAVANA","gene",NA,NA,"ENSG00000148541.12","ENSG00000148541.12","protein_coding","FAM13C","protein_coding","FAM13C","1","OTTHUMG00000018277.12",NA,NA
"chr10",59650761,59736002,85242,"-","HAVANA","gene",NA,NA,"ENSG00000165449.11","ENSG00000165449.11","protein_coding","SLC16A9","protein_coding","SLC16A9","2","OTTHUMG00000018283.4",NA,NA
"chr10",59736692,59756041,19350,"-","HAVANA","gene",NA,NA,"ENSG00000227877.6","ENSG00000227877.6","protein_coding","MRLN","protein_coding","MRLN","2","OTTHUMG00000018282.8",NA,NA
"chr10",59788763,59906656,117894,"-","HAVANA","gene",NA,NA,"ENSG00000108091.10","ENSG00000108091.10","protein_coding","CCDC6","protein_coding","CCDC6","2","OTTHUMG00000018284.2",NA,NA
"chr10",60026298,60733490,707193,"-","HAVANA","gene",NA,NA,"ENSG00000151150.21","ENSG00000151150.21","protein_coding","ANK3","protein_coding","ANK3","1","OTTHUMG00000018288.15",NA,NA
"chr10",60778331,60794852,16522,"+","HAVANA","gene",NA,NA,"ENSG00000170312.15","ENSG00000170312.15","protein_coding","CDK1","protein_coding","CDK1","2","OTTHUMG00000018290.5",NA,NA
"chr10",60869438,61001440,132003,"-","HAVANA","gene",NA,NA,"ENSG00000072422.16","ENSG00000072422.16","protein_coding","RHOBTB1","protein_coding","RHOBTB1","2","OTTHUMG00000018292.1",NA,"ncRNA_host"
"chr10",61406643,61453450,46808,"-","HAVANA","gene",NA,NA,"ENSG00000196932.11","ENSG00000196932.11","protein_coding","TMEM26","protein_coding","TMEM26","2","OTTHUMG00000018293.3",NA,NA
"chr10",61662961,61766766,103806,"+","HAVANA","gene",NA,NA,"ENSG00000183346.6","ENSG00000183346.6","protein_coding","C10orf107","protein_coding","C10orf107","2","OTTHUMG00000018295.4",NA,NA
"chr10",61901300,62096944,195645,"+","HAVANA","gene",NA,NA,"ENSG00000150347.14","ENSG00000150347.14","protein_coding","ARID5B","protein_coding","ARID5B","2","OTTHUMG00000018298.1",NA,NA
"chr10",62183035,62268707,85673,"-","HAVANA","gene",NA,NA,"ENSG00000182010.10","ENSG00000182010.10","protein_coding","RTKN2","protein_coding","RTKN2","2","OTTHUMG00000018299.5",NA,NA
"chr10",62374192,62672011,297820,"+","HAVANA","gene",NA,NA,"ENSG00000138311.15","ENSG00000138311.15","protein_coding","ZNF365","protein_coding","ZNF365","1","OTTHUMG00000018302.4",NA,NA
"chr10",62804857,62808483,3627,"+","HAVANA","gene",NA,NA,"ENSG00000181915.4","ENSG00000181915.4","protein_coding","ADO","protein_coding","ADO","2","OTTHUMG00000018306.2",NA,NA
"chr10",62811996,62919900,107905,"-","HAVANA","gene",NA,NA,"ENSG00000122877.15","ENSG00000122877.15","protein_coding","EGR2","protein_coding","EGR2","2","OTTHUMG00000018308.6",NA,NA
"chr10",63133247,63155031,21785,"+","HAVANA","gene",NA,NA,"ENSG00000148572.15","ENSG00000148572.15","protein_coding","NRBF2","protein_coding","NRBF2","2","OTTHUMG00000018309.2",NA,NA
"chr10",63167221,63521850,354630,"-","HAVANA","gene",NA,NA,"ENSG00000171988.18","ENSG00000171988.18","protein_coding","JMJD1C","protein_coding","JMJD1C","1","OTTHUMG00000018311.6",NA,"ncRNA_host"
"chr10",63521363,63625123,103761,"+","HAVANA","gene",NA,NA,"ENSG00000165476.13","ENSG00000165476.13","protein_coding","REEP3","protein_coding","REEP3","2","OTTHUMG00000018318.5",NA,NA
"chr10",65912518,67696169,1783652,"-","HAVANA","gene",NA,NA,"ENSG00000183230.16","ENSG00000183230.16","protein_coding","CTNNA3","protein_coding","CTNNA3","2","OTTHUMG00000018334.7",NA,"ncRNA_host"
"chr10",66926006,67099830,173825,"+","HAVANA","gene",NA,NA,"ENSG00000198739.10","ENSG00000198739.10","protein_coding","LRRTM3","protein_coding","LRRTM3","2","OTTHUMG00000018332.2",NA,"overlapping_locus"
"chr10",67796665,67838166,41502,"-","HAVANA","gene",NA,NA,"ENSG00000108176.14","ENSG00000108176.14","protein_coding","DNAJC12","protein_coding","DNAJC12","2","OTTHUMG00000018339.4",NA,"ncRNA_host"
"chr10",67884669,67918390,33722,"+","HAVANA","gene",NA,NA,"ENSG00000096717.11","ENSG00000096717.11","protein_coding","SIRT1","protein_coding","SIRT1","2","OTTHUMG00000018340.2",NA,NA
"chr10",67921899,68075348,153450,"-","HAVANA","gene",NA,NA,"ENSG00000148634.15","ENSG00000148634.15","protein_coding","HERC4","protein_coding","HERC4","1","OTTHUMG00000018343.7",NA,"overlapping_locus"
"chr10",68106117,68212017,105901,"+","HAVANA","gene",NA,NA,"ENSG00000138347.15","ENSG00000138347.15","protein_coding","MYPN","protein_coding","MYPN","2","OTTHUMG00000018344.1",NA,"ncRNA_host"
"chr10",68230624,68232103,1480,"-","HAVANA","gene",NA,NA,"ENSG00000179774.8","ENSG00000179774.8","protein_coding","ATOH7","protein_coding","ATOH7","2","OTTHUMG00000018346.1",NA,NA
"chr10",68282660,68333049,50390,"-","HAVANA","gene",NA,NA,"ENSG00000108187.15","ENSG00000108187.15","protein_coding","PBLD","protein_coding","PBLD","2","OTTHUMG00000073949.4",NA,NA
"chr10",68331174,68343191,12018,"+","HAVANA","gene",NA,NA,"ENSG00000096746.17","ENSG00000096746.17","protein_coding","HNRNPH3","protein_coding","HNRNPH3","2","OTTHUMG00000018349.2",NA,NA
"chr10",68341107,68407294,66188,"-","HAVANA","gene",NA,NA,"ENSG00000204130.12","ENSG00000204130.12","protein_coding","RUFY2","protein_coding","RUFY2","2","OTTHUMG00000018353.6",NA,NA
"chr10",68414064,68472121,58058,"-","HAVANA","gene",NA,NA,"ENSG00000138346.14","ENSG00000138346.14","protein_coding","DNA2","protein_coding","DNA2","2","OTTHUMG00000018352.5",NA,NA
"chr10",68477999,68527474,49476,"-","HAVANA","gene",NA,NA,"ENSG00000122912.14","ENSG00000122912.14","protein_coding","SLC25A16","protein_coding","SLC25A16","2","OTTHUMG00000018354.2",NA,NA
"chr10",68560656,68694482,133827,"+","HAVANA","gene",NA,NA,"ENSG00000138336.8","ENSG00000138336.8","protein_coding","TET1","protein_coding","TET1","2","OTTHUMG00000018359.1",NA,"overlapping_locus"
"chr10",68721012,68792377,71366,"+","HAVANA","gene",NA,NA,"ENSG00000060339.13","ENSG00000060339.13","protein_coding","CCAR1","protein_coding","CCAR1","1","OTTHUMG00000018361.5",NA,"ncRNA_host"
"chr10",68827541,68895432,67892,"+","HAVANA","gene",NA,NA,"ENSG00000165730.14","ENSG00000165730.14","protein_coding","STOX1","protein_coding","STOX1","2","OTTHUMG00000018367.7",NA,"ncRNA_host"
"chr10",68901278,68946847,45570,"+","HAVANA","gene",NA,NA,"ENSG00000107625.12","ENSG00000107625.12","protein_coding","DDX50","protein_coding","DDX50","2","OTTHUMG00000018362.2",NA,NA
"chr10",68956128,68985073,28946,"+","HAVANA","gene",NA,NA,"ENSG00000165732.12","ENSG00000165732.12","protein_coding","DDX21","protein_coding","DDX21","2","OTTHUMG00000018366.1",NA,NA
"chr10",68988721,69043544,54824,"+","HAVANA","gene",NA,NA,"ENSG00000198954.7","ENSG00000198954.7","protein_coding","KIF1BP","protein_coding","KIF1BP","2","OTTHUMG00000018363.6",NA,"overlapping_locus"
"chr10",69088106,69104811,16706,"+","HAVANA","gene",NA,NA,"ENSG00000122862.4","ENSG00000122862.4","protein_coding","SRGN","protein_coding","SRGN","2","OTTHUMG00000018369.1",NA,"ncRNA_host"
"chr10",69123512,69172861,49350,"+","HAVANA","gene",NA,NA,"ENSG00000122958.14","ENSG00000122958.14","protein_coding","VPS26A","protein_coding","VPS26A","2","OTTHUMG00000018376.2",NA,NA
"chr10",69180232,69209099,28868,"+","HAVANA","gene",NA,NA,"ENSG00000156502.13","ENSG00000156502.13","protein_coding","SUPV3L1","protein_coding","SUPV3L1","2","OTTHUMG00000018375.3",NA,NA
"chr10",69220303,69267559,47257,"+","HAVANA","gene",NA,NA,"ENSG00000156510.12","ENSG00000156510.12","protein_coding","HKDC1","protein_coding","HKDC1","2","OTTHUMG00000018371.2",NA,NA
"chr10",69269984,69401882,131899,"+","HAVANA","gene",NA,NA,"ENSG00000156515.21","ENSG00000156515.21","protein_coding","HK1","protein_coding","HK1","2","OTTHUMG00000018380.5",NA,NA
"chr10",69403903,69416867,12965,"-","HAVANA","gene",NA,NA,"ENSG00000075073.14","ENSG00000075073.14","protein_coding","TACR2","protein_coding","TACR2","2","OTTHUMG00000018377.1",NA,NA
"chr10",69451473,69507669,56197,"+","HAVANA","gene",NA,NA,"ENSG00000099282.9","ENSG00000099282.9","protein_coding","TSPAN15","protein_coding","TSPAN15","1","OTTHUMG00000018381.3",NA,NA
"chr10",69571698,69573238,1541,"-","HAVANA","gene",NA,NA,"ENSG00000122859.4","ENSG00000122859.4","protein_coding","NEUROG3","protein_coding","NEUROG3","2","OTTHUMG00000018391.1",NA,NA
"chr10",69630251,69633599,3349,"+","HAVANA","gene",NA,NA,"ENSG00000171224.8","ENSG00000171224.8","protein_coding","C10orf35","protein_coding","C10orf35","2","OTTHUMG00000018383.3",NA,NA
"chr10",69801931,69964275,162345,"+","HAVANA","gene",NA,NA,"ENSG00000197467.13","ENSG00000197467.13","protein_coding","COL13A1","protein_coding","COL13A1","1","OTTHUMG00000018394.4",NA,NA
"chr10",70052796,70112269,59474,"+","HAVANA","gene",NA,NA,"ENSG00000099284.13","ENSG00000099284.13","protein_coding","H2AFY2","protein_coding","H2AFY2","1","OTTHUMG00000018396.3",NA,NA
"chr10",70098223,70132934,34712,"-","HAVANA","gene",NA,NA,"ENSG00000042286.14","ENSG00000042286.14","protein_coding","AIFM2","protein_coding","AIFM2","2","OTTHUMG00000018398.2",NA,NA
"chr10",70137981,70146676,8696,"-","HAVANA","gene",NA,NA,"ENSG00000156521.13","ENSG00000156521.13","protein_coding","TYSND1","protein_coding","TYSND1","2","OTTHUMG00000018397.1",NA,NA
"chr10",70147289,70170523,23235,"-","HAVANA","gene",NA,NA,"ENSG00000079332.14","ENSG00000079332.14","protein_coding","SAR1A","protein_coding","SAR1A","2","OTTHUMG00000018400.4",NA,NA
"chr10",70202830,70233911,31082,"-","HAVANA","gene",NA,NA,"ENSG00000180817.11","ENSG00000180817.11","protein_coding","PPA1","protein_coding","PPA1","2","OTTHUMG00000018399.2",NA,NA
"chr10",70247329,70283676,36348,"-","HAVANA","gene",NA,NA,"ENSG00000148734.7","ENSG00000148734.7","protein_coding","NPFFR1","protein_coding","NPFFR1","2","OTTHUMG00000018404.2",NA,NA
"chr10",70298970,70382650,83681,"-","HAVANA","gene",NA,NA,"ENSG00000172731.13","ENSG00000172731.13","protein_coding","LRRC20","protein_coding","LRRC20","2","OTTHUMG00000018407.3",NA,NA
"chr10",70404379,70428618,24240,"+","HAVANA","gene",NA,NA,"ENSG00000148730.6","ENSG00000148730.6","protein_coding","EIF4EBP2","protein_coding","EIF4EBP2","2","OTTHUMG00000018409.1",NA,NA
"chr10",70432315,70447951,15637,"-","HAVANA","gene",NA,NA,"ENSG00000156574.9","ENSG00000156574.9","protein_coding","NODAL","protein_coding","NODAL","2","OTTHUMG00000018408.1",NA,NA
"chr10",70478821,70568449,89629,"+","HAVANA","gene",NA,NA,"ENSG00000107719.8","ENSG00000107719.8","protein_coding","PALD1","protein_coding","PALD1","2","OTTHUMG00000018411.2",NA,NA
"chr10",70597348,70602775,5428,"-","HAVANA","gene",NA,NA,"ENSG00000180644.7","ENSG00000180644.7","protein_coding","PRF1","protein_coding","PRF1","2","OTTHUMG00000018412.3",NA,NA
"chr10",70672803,70762441,89639,"+","HAVANA","gene",NA,NA,"ENSG00000138316.10","ENSG00000138316.10","protein_coding","ADAMTS14","protein_coding","ADAMTS14","2","OTTHUMG00000018414.1",NA,NA
"chr10",70771239,70785401,14163,"-","HAVANA","gene",NA,NA,"ENSG00000166220.12","ENSG00000166220.12","protein_coding","TBATA","protein_coding","TBATA","2","OTTHUMG00000018413.1",NA,NA
"chr10",70815961,70881173,65213,"+","HAVANA","gene",NA,NA,"ENSG00000166224.16","ENSG00000166224.16","protein_coding","SGPL1","protein_coding","SGPL1","2","OTTHUMG00000018421.2",NA,NA
"chr10",70882280,70888784,6505,"-","HAVANA","gene",NA,NA,"ENSG00000166228.8","ENSG00000166228.8","protein_coding","PCBD1","protein_coding","PCBD1","2","OTTHUMG00000018417.1",NA,NA
"chr10",71212570,71302864,90295,"+","HAVANA","gene",NA,NA,"ENSG00000107731.12","ENSG00000107731.12","protein_coding","UNC5B","protein_coding","UNC5B","2","OTTHUMG00000018422.1",NA,NA
"chr10",71319258,71363385,44128,"+","HAVANA","gene",NA,NA,"ENSG00000198246.7","ENSG00000198246.7","protein_coding","SLC29A3","protein_coding","SLC29A3","2","OTTHUMG00000018424.1",NA,NA
"chr10",71396934,71815947,419014,"+","HAVANA","gene",NA,NA,"ENSG00000107736.19","ENSG00000107736.19","protein_coding","CDH23","protein_coding","CDH23","1","OTTHUMG00000019347.9",NA,"ncRNA_host"
"chr10",71711702,71737824,26123,"-","HAVANA","gene",NA,NA,"ENSG00000214688.5","ENSG00000214688.5","protein_coding","C10orf105","protein_coding","C10orf105","2","OTTHUMG00000018427.3",NA,NA
"chr10",71747559,71773498,25940,"-","HAVANA","gene",NA,NA,"ENSG00000107738.19","ENSG00000107738.19","protein_coding","VSIR","protein_coding","VSIR","2","OTTHUMG00000018426.3",NA,NA
"chr10",71816298,71851375,35078,"-","HAVANA","gene",NA,NA,"ENSG00000197746.13","ENSG00000197746.13","protein_coding","PSAP","protein_coding","PSAP","2","OTTHUMG00000018429.5",NA,"ncRNA_host"
"chr10",71964365,72013564,49200,"+","HAVANA","gene",NA,NA,"ENSG00000122863.5","ENSG00000122863.5","protein_coding","CHST3","protein_coding","CHST3","2","OTTHUMG00000018431.1",NA,NA
"chr10",72059035,72089032,29998,"-","HAVANA","gene",NA,NA,"ENSG00000107742.12","ENSG00000107742.12","protein_coding","SPOCK2","protein_coding","SPOCK2","2","OTTHUMG00000018430.3",NA,NA
"chr10",72096032,72217134,121103,"-","HAVANA","gene",NA,NA,"ENSG00000138303.17","ENSG00000138303.17","protein_coding","ASCC1","protein_coding","ASCC1","1","OTTHUMG00000018434.4",NA,NA
"chr10",72220054,72235860,15807,"+","HAVANA","gene",NA,NA,"ENSG00000166295.8","ENSG00000166295.8","protein_coding","ANAPC16","protein_coding","ANAPC16","2","OTTHUMG00000018433.3",NA,"ncRNA_host"
"chr10",72273920,72276036,2117,"+","HAVANA","gene",NA,NA,"ENSG00000168209.4","ENSG00000168209.4","protein_coding","DDIT4","protein_coding","DDIT4","2","OTTHUMG00000183961.1",NA,NA
"chr10",72332830,72355230,22401,"-","HAVANA","gene",NA,NA,"ENSG00000148719.14","ENSG00000148719.14","protein_coding","DNAJB12","protein_coding","DNAJB12","2","OTTHUMG00000018436.3",NA,NA
"chr10",72367327,72626191,258865,"-","HAVANA","gene",NA,NA,"ENSG00000107745.17","ENSG00000107745.17","protein_coding","MICU1","protein_coding","MICU1","2","OTTHUMG00000018437.11",NA,NA
"chr10",72692131,72887694,195564,"+","HAVANA","gene",NA,NA,"ENSG00000156026.14","ENSG00000156026.14","protein_coding","MCU","protein_coding","MCU","2","OTTHUMG00000018443.3",NA,"overlapping_locus"
"chr10",72893581,72933033,39453,"+","HAVANA","gene",NA,NA,"ENSG00000138315.12","ENSG00000138315.12","protein_coding","OIT3","protein_coding","OIT3","2","OTTHUMG00000018444.1",NA,NA
"chr10",72935170,72954778,19609,"-","HAVANA","gene",NA,NA,"ENSG00000138308.5","ENSG00000138308.5","protein_coding","PLA2G12B","protein_coding","PLA2G12B","2","OTTHUMG00000018446.2",NA,NA
"chr10",73007217,73096974,89758,"-","HAVANA","gene",NA,NA,"ENSG00000122884.12","ENSG00000122884.12","protein_coding","P4HA1","protein_coding","P4HA1","2","OTTHUMG00000018449.3",NA,"ncRNA_host"
"chr10",73110375,73131828,21454,"+","HAVANA","gene",NA,NA,"ENSG00000166321.13","ENSG00000166321.13","protein_coding","NUDT13","protein_coding","NUDT13","2","OTTHUMG00000018453.2",NA,NA
"chr10",73130155,73169055,38901,"-","HAVANA","gene",NA,NA,"ENSG00000122882.10","ENSG00000122882.10","protein_coding","ECD","protein_coding","ECD","2","OTTHUMG00000018451.6",NA,NA
"chr10",73168166,73244504,76339,"+","HAVANA","gene",NA,NA,"ENSG00000138286.14","ENSG00000138286.14","protein_coding","FAM149B1","protein_coding","FAM149B1","2","OTTHUMG00000067794.2",NA,"overlapping_locus"
"chr10",73183362,73248842,65481,"-","HAVANA","gene",NA,NA,"ENSG00000213551.4","ENSG00000213551.4","protein_coding","DNAJC9","protein_coding","DNAJC9","2","OTTHUMG00000018461.1",NA,"overlapping_locus"
"chr10",73248863,73252693,3831,"-","HAVANA","gene",NA,NA,"ENSG00000182180.13","ENSG00000182180.13","protein_coding","MRPS16","protein_coding","MRPS16","2","OTTHUMG00000018454.1",NA,"overlapping_locus"
"chr10",73253759,73358859,105101,"-","HAVANA","gene",NA,NA,"ENSG00000156042.17","ENSG00000156042.17","protein_coding","CFAP70","protein_coding","CFAP70","2","OTTHUMG00000018459.2",NA,NA
"chr10",73375101,73414076,38976,"-","HAVANA","gene",NA,NA,"ENSG00000138279.15","ENSG00000138279.15","protein_coding","ANXA7","protein_coding","ANXA7","2","OTTHUMG00000018463.5",NA,NA
"chr10",73423579,73433561,9983,"-","HAVANA","gene",NA,NA,"ENSG00000166343.9","ENSG00000166343.9","protein_coding","MSS51","protein_coding","MSS51","2","OTTHUMG00000018464.5",NA,NA
"chr10",73436428,73496024,59597,"-","HAVANA","gene",NA,NA,"ENSG00000107758.15","ENSG00000107758.15","protein_coding","PPP3CB","protein_coding","PPP3CB","2","OTTHUMG00000018472.3",NA,NA
"chr10",73497538,73625953,128416,"-","HAVANA","gene",NA,NA,"ENSG00000166348.18","ENSG00000166348.18","protein_coding","USP54","protein_coding","USP54","2","OTTHUMG00000018469.8",NA,"ncRNA_host"
"chr10",73631654,73641757,10104,"-","HAVANA","gene",NA,NA,"ENSG00000177791.11","ENSG00000177791.11","protein_coding","MYOZ1","protein_coding","MYOZ1","2","OTTHUMG00000018466.1",NA,NA
"chr10",73644881,73663803,18923,"-","HAVANA","gene",NA,NA,"ENSG00000166317.11","ENSG00000166317.11","protein_coding","SYNPO2L","protein_coding","SYNPO2L","2","OTTHUMG00000018471.6",NA,NA
